"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Leg Extension (Machine)",,"",1,"normal",15,10,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Leg Extension (Machine)",,"",2,"normal",10,20,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Bench Press (Dumbbell)",,"",0,"warmup",30,15,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Bench Press (Dumbbell)",,"",2,"normal",40,12,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Bench Press (Dumbbell)",,"",3,"normal",50,12,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Triceps Extension (Dumbbell)",,"",0,"warmup",20,10,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Triceps Extension (Dumbbell)",,"",1,"dropset",25,10,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Seated Calf Raise",,"",0,"warmup",25,15,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Seated Calf Raise",,"",1,"dropset",25,20,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,10,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Lateral Raise (Dumbbell)",,"",1,"dropset",30,12,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Lat Pulldown (Cable)",,"",0,"warmup",20,20,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Lat Pulldown (Cable)",,"",1,"normal",30,15,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Lat Pulldown (Cable)",,"",2,"normal",30,15,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Lat Pulldown (Cable)",,"",3,"normal",35,10,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Seated Row (Machine)",,"",0,"warmup",20,10,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Seated Row (Machine)",,"",1,"normal",40,10,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Seated Row (Machine)",,"",2,"normal",50,18,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Seated Row (Machine)",,"",3,"normal",50,10,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Shrug (Dumbbell)",,"",0,"warmup",15,15,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Shrug (Dumbbell)",,"",1,"normal",20,15,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Shrug (Dumbbell)",,"",2,"normal",30,15,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Shrug (Dumbbell)",,"",3,"normal",25,15,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Back Extension (Hyperextension)",,"",0,"normal",,10,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Back Extension (Hyperextension)",,"",1,"normal",,10,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Back Extension (Hyperextension)",,"",2,"normal",,10,,,
"2. Back and Biceps","17 May 2024, 22:43","17 May 2024, 23:20","","Hammer Curl (Dumbbell)",,"",2,"dropset",30,15,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Push Up",,"",0,"normal",,10,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Incline Chest Press (Machine)",,"",0,"warmup",20,10,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Incline Chest Press (Machine)",,"",1,"normal",40,10,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Incline Chest Press (Machine)",,"",2,"normal",60,10,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Incline Chest Press (Machine)",,"",3,"normal",60,15,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Overhead Press (Dumbbell)",,"",0,"warmup",20,10,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Overhead Press (Dumbbell)",,"",1,"normal",40,10,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Overhead Press (Dumbbell)",,"",2,"normal",40,10,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Overhead Press (Dumbbell)",,"",3,"normal",40,20,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Chest Fly (Machine)",0,"",0,"normal",20,15,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Chest Fly (Machine)",0,"",1,"normal",25,9,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Chest Fly (Machine)",0,"",2,"failure",25,10,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Lateral Raise (Dumbbell)",0,"",0,"normal",20,15,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Lateral Raise (Dumbbell)",0,"",1,"normal",20,15,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Lateral Raise (Dumbbell)",0,"",2,"failure",30,10,,,
"1. Chest Shoulders and Triceps","15 May 2024, 22:05","15 May 2024, 22:53","","Triceps Extension (Cable)",,"",0,"failure",11.02,10,,,
"3. Legs and Abs","3 May 2024, 22:23","3 May 2024, 23:25","","Squat (Barbell)",,"",0,"warmup",10,10,,,
"3. Legs and Abs","3 May 2024, 22:23","3 May 2024, 23:25","","Squat (Barbell)",,"",1,"normal",20,10,,,
"3. Legs and Abs","3 May 2024, 22:23","3 May 2024, 23:25","","Squat (Barbell)",,"",2,"normal",30,10,,,
"3. Legs and Abs","3 May 2024, 22:23","3 May 2024, 23:25","","Squat (Barbell)",,"",3,"normal",50,10,,,
"3. Legs and Abs","3 May 2024, 22:23","3 May 2024, 23:25","","Lying Leg Curl (Machine)",0,"",0,"normal",10,10,,,
"3. Legs and Abs","3 May 2024, 22:23","3 May 2024, 23:25","","Lying Leg Curl (Machine)",0,"",1,"normal",10,15,,,
"3. Legs and Abs","3 May 2024, 22:23","3 May 2024, 23:25","","Seated Calf Raise",0,"",0,"normal",25,15,,,
"3. Legs and Abs","3 May 2024, 22:23","3 May 2024, 23:25","","Seated Calf Raise",0,"",1,"normal",25,15,,,
"3. Legs and Abs","3 May 2024, 22:23","3 May 2024, 23:25","","Seated Calf Raise",0,"",2,"failure",25,20,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Lat Pulldown (Cable)",,"",0,"warmup",25,15,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Lat Pulldown (Cable)",,"",1,"normal",25,15,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Lat Pulldown (Cable)",,"",2,"normal",25,15,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Lat Pulldown (Cable)",,"",3,"normal",25,15,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Seated Row (Machine)",,"",0,"warmup",20,15,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Seated Row (Machine)",,"",1,"normal",40,12,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Seated Row (Machine)",,"",2,"normal",50,10,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Shrug (Dumbbell)",,"",0,"warmup",15,15,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Shrug (Dumbbell)",,"",1,"normal",20,15,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Shrug (Dumbbell)",,"",2,"normal",25,15,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Back Extension (Hyperextension)",,"",0,"normal",,10,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Back Extension (Hyperextension)",,"",1,"normal",,10,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Hammer Curl (Dumbbell)",,"",0,"normal",20,10,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Hammer Curl (Dumbbell)",,"",1,"normal",20,10,,,
"2. Back and Biceps","1 May 2024, 22:44","1 May 2024, 23:26","","Hammer Curl (Dumbbell)",,"",2,"dropset",30,12,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Push Up",,"",0,"normal",,10,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Push Up",,"",1,"normal",,10,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Bench Press (Dumbbell)",,"",0,"warmup",33.07,15,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Bench Press (Dumbbell)",,"",1,"normal",33.07,15,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Bench Press (Dumbbell)",,"",2,"normal",44.09,10,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Bench Press (Dumbbell)",,"",3,"normal",22.05,10,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Seated Shoulder Press (Machine)",,"",0,"warmup",20,15,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Seated Shoulder Press (Machine)",,"",1,"normal",40,15,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Seated Shoulder Press (Machine)",,"",2,"normal",40,12,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Seated Shoulder Press (Machine)",,"",3,"normal",60,15,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Chest Fly (Machine)",0,"",0,"normal",25,10,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Chest Fly (Machine)",0,"",1,"normal",30,10,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Chest Fly (Machine)",0,"",2,"failure",30,10,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Lateral Raise (Dumbbell)",0,"",0,"normal",20,15,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Lateral Raise (Dumbbell)",0,"",1,"normal",20,15,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Lateral Raise (Dumbbell)",0,"",2,"failure",20,15,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Triceps Rope Pushdown",,"",0,"normal",15,15,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Triceps Rope Pushdown",,"",1,"normal",15,15,,,
"1. Chest Shoulders and Triceps","29 Apr 2024, 21:29","29 Apr 2024, 22:20","","Triceps Rope Pushdown",,"",2,"dropset",15,15,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Squat (Bodyweight)",,"",0,"normal",,10,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Lunge (Dumbbell)",,"Sharp pain shooting inside knees (can't do lunges)",0,"warmup",20,5,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Lunge (Dumbbell)",,"Sharp pain shooting inside knees (can't do lunges)",1,"normal",20,10,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Lunge (Dumbbell)",,"Sharp pain shooting inside knees (can't do lunges)",2,"normal",20,5,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Lunge (Dumbbell)",,"Sharp pain shooting inside knees (can't do lunges)",3,"normal",30,10,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Leg Extension (Machine)",,"",1,"normal",15,15,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Leg Extension (Machine)",,"",2,"normal",15,15,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Leg Extension (Machine)",,"",3,"failure",20,20,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Lying Leg Curl (Machine)",0,"",0,"normal",10,12,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Lying Leg Curl (Machine)",0,"",1,"normal",15,10,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Lying Leg Curl (Machine)",0,"",2,"failure",15,10,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Squat (Barbell)",,"No sharp pain while barbell squating. Some pain while doing body weight in the warmup. Not sure what's up!",0,"normal",20,10,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Seated Calf Raise",0,"",0,"normal",25,12,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Seated Calf Raise",0,"",1,"normal",25,15,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Seated Calf Raise",0,"",2,"failure",25,20,,,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Plank",,"",0,"normal",,,,32,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Plank",,"",2,"normal",,,,30,
"3. Legs and Abs","27 Apr 2024, 16:47","27 Apr 2024, 17:46","","Crunch",,"",0,"normal",,10,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Push Up",,"",0,"normal",,10,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Push Up",,"",1,"normal",,10,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Push Up",,"",2,"failure",,10,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Incline Chest Press (Machine)",,"",0,"warmup",20,15,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Incline Chest Press (Machine)",,"",1,"normal",70,11,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Incline Chest Press (Machine)",,"",2,"normal",70,10,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Incline Chest Press (Machine)",,"",3,"failure",90,8,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Seated Shoulder Press (Machine)",,"",0,"warmup",30,10,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Seated Shoulder Press (Machine)",,"",1,"normal",50,10,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Seated Shoulder Press (Machine)",,"",2,"normal",50,10,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Seated Shoulder Press (Machine)",,"",3,"failure",70,8,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Chest Fly (Machine)",0,"",0,"normal",25,10,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Chest Fly (Machine)",0,"",1,"normal",30,10,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Chest Fly (Machine)",0,"",2,"dropset",35,12,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Lateral Raise (Dumbbell)",0,"",0,"normal",20,10,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Lateral Raise (Dumbbell)",0,"",1,"normal",20,12,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Lateral Raise (Dumbbell)",0,"",2,"failure",30,12,,,
"1. Chest Shoulders and Triceps","24 Apr 2024, 21:42","24 Apr 2024, 22:44","","Triceps Rope Pushdown",,"",2,"dropset",25,25,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Pull Up (Assisted)",,"",0,"normal",75,8,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Pull Up (Assisted)",,"",1,"normal",70,10,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Pull Up (Assisted)",,"",2,"failure",65,10,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Lat Pulldown (Cable)",,"",1,"normal",30,10,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Lat Pulldown (Cable)",,"",2,"normal",35,10,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Lat Pulldown (Cable)",,"",3,"dropset",40,8,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Seated Row (Machine)",,"",0,"warmup",20,10,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Seated Row (Machine)",,"",1,"normal",30,15,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Seated Row (Machine)",,"",2,"normal",50,12,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Shrug (Dumbbell)",,"",0,"warmup",15,18,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Shrug (Dumbbell)",,"",1,"dropset",30,25,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Hammer Curl (Dumbbell)",,"",0,"normal",10,10,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Hammer Curl (Dumbbell)",,"",1,"normal",15,10,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Hammer Curl (Dumbbell)",,"",2,"dropset",20,8,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Back Extension (Hyperextension)",,"",0,"normal",,10,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Back Extension (Hyperextension)",,"",1,"normal",,10,,,
"2. Back and Biceps","22 Apr 2024, 21:23","22 Apr 2024, 22:10","","Back Extension (Hyperextension)",,"",2,"normal",,10,,,
"3. Legs and Abs","17 Apr 2024, 08:08","17 Apr 2024, 08:10","","Leg Extension (Machine)",,"",0,"normal",5,10,,,
"3. Legs and Abs","17 Apr 2024, 08:08","17 Apr 2024, 08:10","","Leg Extension (Machine)",,"",1,"normal",10,10,,,
"3. Legs and Abs","17 Apr 2024, 08:08","17 Apr 2024, 08:10","","Leg Extension (Machine)",,"",2,"normal",15,10,,,
"3. Legs and Abs","17 Apr 2024, 08:08","17 Apr 2024, 08:10","","Lying Leg Curl (Machine)",,"",0,"normal",10,10,,,
"3. Legs and Abs","17 Apr 2024, 08:08","17 Apr 2024, 08:10","","Lying Leg Curl (Machine)",,"",1,"normal",10,10,,,
"3. Legs and Abs","17 Apr 2024, 08:08","17 Apr 2024, 08:10","","Lying Leg Curl (Machine)",,"",2,"normal",5,10,,,
"3. Legs and Abs","17 Apr 2024, 08:08","17 Apr 2024, 08:10","","Seated Calf Raise",,"",0,"normal",25,15,,,
"3. Legs and Abs","17 Apr 2024, 08:08","17 Apr 2024, 08:10","","Seated Calf Raise",,"",1,"normal",25,20,,,
"2. Back and Biceps","16 Apr 2024, 07:06","16 Apr 2024, 07:31","","Push Up",,"",0,"normal",,10,,,
"2. Back and Biceps","16 Apr 2024, 07:06","16 Apr 2024, 07:31","","Lat Pulldown (Cable)",,"",0,"warmup",25,15,,,
"2. Back and Biceps","16 Apr 2024, 07:06","16 Apr 2024, 07:31","","Lat Pulldown (Cable)",,"",1,"normal",30,12,,,
"2. Back and Biceps","16 Apr 2024, 07:06","16 Apr 2024, 07:31","","Lat Pulldown (Cable)",,"",2,"normal",35,10,,,
"2. Back and Biceps","16 Apr 2024, 07:06","16 Apr 2024, 07:31","","Seated Row (Machine)",,"",0,"normal",10,10,,,
"2. Back and Biceps","16 Apr 2024, 07:06","16 Apr 2024, 07:31","","Seated Row (Machine)",,"",1,"normal",20,10,,,
"2. Back and Biceps","16 Apr 2024, 07:06","16 Apr 2024, 07:31","","Seated Row (Machine)",,"",2,"normal",25,10,,,
"2. Back and Biceps","16 Apr 2024, 07:06","16 Apr 2024, 07:31","","Shrug (Dumbbell)",,"",0,"normal",15,15,,,
"2. Back and Biceps","16 Apr 2024, 07:06","16 Apr 2024, 07:31","","Shrug (Dumbbell)",,"",1,"normal",20,15,,,
"2. Back and Biceps","16 Apr 2024, 07:06","16 Apr 2024, 07:31","","Shrug (Dumbbell)",,"",2,"normal",25,12,,,
"1. Chest Shoulders and Triceps","15 Apr 2024, 21:23","15 Apr 2024, 21:55","","Push Up",,"",0,"normal",,10,,,
"1. Chest Shoulders and Triceps","15 Apr 2024, 21:23","15 Apr 2024, 21:55","","Push Up",,"",1,"normal",,10,,,
"1. Chest Shoulders and Triceps","15 Apr 2024, 21:23","15 Apr 2024, 21:55","","Overhead Press (Dumbbell)",,"",1,"normal",15,10,,,
"1. Chest Shoulders and Triceps","15 Apr 2024, 21:23","15 Apr 2024, 21:55","","Overhead Press (Dumbbell)",,"",2,"normal",20,10,,,
"1. Chest Shoulders and Triceps","15 Apr 2024, 21:23","15 Apr 2024, 21:55","","Overhead Press (Dumbbell)",,"",3,"normal",20,10,,,
"1. Chest Shoulders and Triceps","15 Apr 2024, 21:23","15 Apr 2024, 21:55","","Lateral Raise (Dumbbell)",,"",0,"normal",10,12,,,
"1. Chest Shoulders and Triceps","15 Apr 2024, 21:23","15 Apr 2024, 21:55","","Lateral Raise (Dumbbell)",,"",1,"normal",10,8,,,
"1. Chest Shoulders and Triceps","15 Apr 2024, 21:23","15 Apr 2024, 21:55","","Lateral Raise (Dumbbell)",,"",2,"normal",10,8,,,
"1. Chest Shoulders and Triceps","15 Apr 2024, 21:23","15 Apr 2024, 21:55","","Bench Press (Barbell)",,"",1,"normal",10,12,,,
"1. Chest Shoulders and Triceps","15 Apr 2024, 21:23","15 Apr 2024, 21:55","","Bench Press (Barbell)",,"",2,"normal",15,10,,,
"1. Chest Shoulders and Triceps","15 Apr 2024, 21:23","15 Apr 2024, 21:55","","Bench Press (Barbell)",,"",3,"normal",15,10,,,
"1. Chest Shoulders and Triceps","15 Apr 2024, 21:23","15 Apr 2024, 21:55","","Chest Fly (Machine)",,"",0,"normal",25,12,,,
"1. Chest Shoulders and Triceps","15 Apr 2024, 21:23","15 Apr 2024, 21:55","","Chest Fly (Machine)",,"",1,"normal",25,15,,,
"1. Chest Shoulders and Triceps","15 Apr 2024, 21:23","15 Apr 2024, 21:55","","Chest Fly (Machine)",,"",2,"normal",30,10,,,
"2. Back and Biceps","20 Feb 2024, 22:27","20 Feb 2024, 22:43","","Lat Pulldown (Cable)",,"",0,"warmup",25,15,,,
"2. Back and Biceps","20 Feb 2024, 22:27","20 Feb 2024, 22:43","","Lat Pulldown (Cable)",,"",1,"normal",30,15,,,
"2. Back and Biceps","20 Feb 2024, 22:27","20 Feb 2024, 22:43","","Lat Pulldown (Cable)",,"",2,"normal",35,12,,,
"2. Back and Biceps","20 Feb 2024, 22:27","20 Feb 2024, 22:43","","Lat Pulldown (Cable)",,"",3,"normal",40,10,,,
"2. Back and Biceps","20 Feb 2024, 22:27","20 Feb 2024, 22:43","","Seated Row (Machine)",,"",0,"normal",22.05,15,,,
"2. Back and Biceps","20 Feb 2024, 22:27","20 Feb 2024, 22:43","","Seated Row (Machine)",,"",1,"normal",33.07,12,,,
"2. Back and Biceps","20 Feb 2024, 22:27","20 Feb 2024, 22:43","","Seated Row (Machine)",,"",2,"normal",55.12,10,,,
"1. Chest Shoulders and Triceps","19 Feb 2024, 21:26","19 Feb 2024, 21:47","","Bench Press (Barbell)",,"",0,"warmup",,15,,,
"1. Chest Shoulders and Triceps","19 Feb 2024, 21:26","19 Feb 2024, 21:47","","Bench Press (Barbell)",,"",1,"normal",10,12,,,
"1. Chest Shoulders and Triceps","19 Feb 2024, 21:26","19 Feb 2024, 21:47","","Bench Press (Barbell)",,"",2,"normal",15,10,,,
"1. Chest Shoulders and Triceps","19 Feb 2024, 21:26","19 Feb 2024, 21:47","","Bench Press (Barbell)",,"",3,"normal",15,10,,,
"1. Chest Shoulders and Triceps","19 Feb 2024, 21:26","19 Feb 2024, 21:47","","Overhead Press (Dumbbell)",,"",1,"normal",15,10,,,
"1. Chest Shoulders and Triceps","19 Feb 2024, 21:26","19 Feb 2024, 21:47","","Overhead Press (Dumbbell)",,"",2,"normal",15,10,,,
"1. Chest Shoulders and Triceps","19 Feb 2024, 21:26","19 Feb 2024, 21:47","","Overhead Press (Dumbbell)",,"",3,"normal",20,10,,,
"1. Chest Shoulders and Triceps","19 Feb 2024, 21:26","19 Feb 2024, 21:47","","Chest Fly (Machine)",,"",0,"normal",25,12,,,
"1. Chest Shoulders and Triceps","19 Feb 2024, 21:26","19 Feb 2024, 21:47","","Chest Fly (Machine)",,"",1,"normal",25,15,,,
"1. Chest Shoulders and Triceps","19 Feb 2024, 21:26","19 Feb 2024, 21:47","","Chest Fly (Machine)",,"",2,"normal",30,10,,,
"1. Chest Shoulders and Triceps","19 Feb 2024, 21:26","19 Feb 2024, 21:47","","Lateral Raise (Dumbbell)",,"",0,"normal",10,15,,,
"1. Chest Shoulders and Triceps","19 Feb 2024, 21:26","19 Feb 2024, 21:47","","Lateral Raise (Dumbbell)",,"",1,"normal",10,15,,,
"1. Chest Shoulders and Triceps","19 Feb 2024, 21:26","19 Feb 2024, 21:47","","Lateral Raise (Dumbbell)",,"",2,"normal",15,10,,,
